threshold,f1,precision,recall,accuracy
0.1,0.7029288702928871,0.7,0.7058823529411765,0.5904761904761905
0.2,0.7200000000000001,0.7641509433962265,0.680672268907563,0.6285714285714286
0.30000000000000004,0.7255813953488373,0.8125,0.6554621848739496,0.638095238095238
0.4,0.7298578199052133,0.8369565217391305,0.6470588235294118,0.638095238095238
0.5,0.736842105263158,0.8555555555555555,0.6470588235294118,0.638095238095238
0.6,0.7281553398058251,0.8620689655172413,0.6302521008403361,0.6190476190476191
0.7000000000000001,0.7192118226600986,0.8690476190476191,0.6134453781512605,0.6
0.8,0.6871794871794872,0.881578947368421,0.5630252100840336,0.5523809523809524
0.9,0.6559139784946236,0.9104477611940298,0.5126050420168067,0.5333333333333333
