threshold,f1,precision,recall,accuracy
0.1,0.4864864864864865,0.391304347826087,0.6428571428571429,0.19047619047619047
0.2,0.6097560975609756,0.625,0.5952380952380952,0.4095238095238095
0.30000000000000004,0.6181818181818182,0.723404255319149,0.5396825396825397,0.4
0.4,0.6255924170616114,0.7764705882352941,0.5238095238095238,0.41904761904761906
0.5,0.6206896551724137,0.8181818181818182,0.5,0.41904761904761906
0.6,0.5948717948717949,0.8405797101449275,0.4603174603174603,0.4095238095238095
0.7000000000000001,0.5251396648044693,0.8867924528301887,0.373015873015873,0.3523809523809524
0.8,0.42424242424242425,0.8974358974358975,0.2777777777777778,0.2571428571428571
0.9,0.24657534246575338,0.9,0.14285714285714285,0.09523809523809523
