threshold,f1,precision,recall,accuracy
0.1,0.10110974106041923,0.053246753246753244,1.0,0.0
0.2,0.10110974106041923,0.053246753246753244,1.0,0.0
0.30000000000000004,0.10110974106041923,0.053246753246753244,1.0,0.0
0.4,0.0941860465116279,0.050720100187852224,0.6585365853658537,0.0
0.5,0.12323943661971831,0.07865168539325842,0.2845528455284553,0.0
0.6,0.22346368715083798,0.35714285714285715,0.16260162601626016,0.1523809523809524
0.7000000000000001,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
